transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,sale_hour,time_category,age_category,profit,Year_name,Month_name,Day_name
1492,2023-08-26,22:09:00,146,Male,61,Beauty,4,25,10,100,22,Night,Old,90.00,2023,August,Saturday
1737,2022-11-14,22:32:00,40,Female,33,Clothing,1,50,14,50,22,Night,Adult,36.00,2022,November,Monday
684,2023-06-20,18:02:00,54,Female,28,Clothing,2,500,225,1000,18,Afternoon,Adult,775.00,2023,June,Tuesday
878,2023-10-26,18:53:00,31,Female,20,Clothing,1,30,12,30,18,Afternoon,Adult,18.00,2023,October,Thursday
1684,2023-01-23,21:40:00,43,Female,28,Clothing,2,500,200,1000,21,Night,Adult,800.00,2023,January,Monday
1878,2023-01-24,22:56:00,97,Female,20,Clothing,1,30,8,30,22,Night,Adult,22.00,2023,January,Tuesday
78,2023-02-17,21:08:00,68,Female,47,Clothing,3,500,265,1500,21,Night,Adult,1235.00,2023,February,Friday
260,2023-01-19,21:09:00,107,Male,28,Beauty,2,30,11,60,21,Night,Adult,49.00,2023,January,Thursday
455,2023-11-21,19:15:00,134,Male,31,Electronics,4,25,13,100,19,Night,Adult,87.00,2023,November,Tuesday
837,2023-01-15,20:35:00,53,Male,18,Beauty,3,30,8,90,20,Night,Adult,82.00,2023,January,Sunday
1078,2023-05-04,22:20:00,16,Female,47,Clothing,3,500,125,1500,22,Night,Adult,1375.00,2023,May,Thursday
1260,2023-07-19,17:26:00,117,Male,28,Beauty,2,30,14,60,17,Afternoon,Adult,46.00,2023,July,Wednesday
1455,2022-08-27,21:35:00,32,Male,31,Electronics,4,25,14,100,21,Night,Adult,86.00,2022,August,Saturday
1837,2023-03-29,20:45:00,32,Male,18,Beauty,3,30,8,90,20,Night,Adult,82.00,2023,March,Wednesday
45,2022-03-20,18:27:00,121,Female,55,Electronics,1,30,11,30,18,Afternoon,Adult,19.00,2022,March,Sunday
449,2022-01-03,18:28:00,58,Male,25,Electronics,4,50,27,200,18,Afternoon,Adult,173.00,2022,January,Monday
1045,2022-02-26,17:28:00,110,Female,55,Electronics,1,30,10,30,17,Afternoon,Adult,20.00,2022,February,Saturday
1449,2022-04-26,18:42:00,12,Male,25,Electronics,4,50,24,200,18,Afternoon,Adult,176.00,2022,April,Tuesday
904,2022-04-01,20:26:00,43,Male,28,Clothing,1,500,160,500,20,Night,Adult,340.00,2022,April,Friday
1904,2022-11-25,19:41:00,117,Male,28,Clothing,1,500,220,500,19,Night,Adult,280.00,2022,November,Friday
59,2022-11-14,18:28:00,61,Male,62,Clothing,1,50,27,50,18,Afternoon,Old,23.00,2022,November,Monday
128,2022-12-21,22:22:00,77,Male,25,Beauty,1,500,180,500,22,Night,Adult,320.00,2022,December,Wednesday
186,2022-03-31,18:15:00,92,Male,20,Clothing,4,50,24,200,18,Afternoon,Adult,176.00,2022,March,Thursday
802,2023-09-22,18:00:00,57,Female,46,Beauty,1,30,10,30,18,Afternoon,Adult,20.00,2023,September,Friday
1059,2022-07-12,22:05:00,89,Male,62,Clothing,1,50,13,50,22,Night,Old,37.00,2022,July,Tuesday
1128,2022-01-04,17:35:00,60,Male,25,Beauty,1,500,135,500,17,Afternoon,Adult,365.00,2022,January,Tuesday
1186,2023-09-10,18:24:00,5,Male,20,Clothing,4,50,19,200,18,Afternoon,Adult,181.00,2023,September,Sunday
1802,2022-07-13,22:17:00,33,Female,46,Beauty,1,30,10,30,22,Night,Adult,20.00,2022,July,Wednesday
75,2023-05-15,20:51:00,110,Male,61,Beauty,4,50,14,200,20,Night,Old,186.00,2023,May,Monday
447,2023-04-18,17:57:00,37,Male,22,Beauty,4,500,245,2000,17,Afternoon,Adult,1755.00,2023,April,Tuesday
528,2023-12-11,21:51:00,102,Female,36,Clothing,2,30,10,60,21,Night,Adult,50.00,2023,December,Monday
1075,2022-09-14,19:17:00,92,Male,61,Beauty,4,50,22,200,19,Night,Old,178.00,2022,September,Wednesday
1447,2022-05-30,22:21:00,137,Male,22,Beauty,4,500,155,2000,22,Night,Adult,1845.00,2022,May,Monday
1528,2023-07-06,19:44:00,126,Female,36,Clothing,2,30,12,60,19,Night,Adult,48.00,2023,July,Thursday
759,2023-05-23,21:21:00,75,Male,49,Electronics,2,50,22,100,21,Night,Adult,78.00,2023,May,Tuesday
870,2022-04-11,19:41:00,16,Female,46,Electronics,4,30,11,120,19,Night,Adult,109.00,2022,April,Monday
1759,2022-11-03,17:27:00,102,Male,49,Electronics,2,50,23,100,17,Afternoon,Adult,77.00,2022,November,Thursday
1870,2023-11-09,20:38:00,119,Female,46,Electronics,4,30,11,120,20,Night,Adult,109.00,2023,November,Thursday
77,2022-04-07,20:45:00,44,Female,47,Clothing,2,50,24,100,20,Night,Adult,76.00,2022,April,Thursday
381,2022-01-30,19:05:00,63,Female,44,Clothing,4,25,12,100,19,Night,Adult,88.00,2022,January,Sunday
439,2022-05-06,21:46:00,42,Male,50,Clothing,3,25,12,75,21,Night,Adult,63.00,2022,May,Friday
792,2023-01-04,22:50:00,4,Female,20,Beauty,1,50,27,50,22,Night,Adult,23.00,2023,January,Wednesday
1077,2022-12-16,18:45:00,141,Female,47,Clothing,2,50,15,100,18,Afternoon,Adult,85.00,2022,December,Friday
1381,2022-10-26,17:26:00,48,Female,44,Clothing,4,25,8,100,17,Afternoon,Adult,92.00,2022,October,Wednesday
1439,2023-11-18,20:53:00,76,Male,50,Clothing,3,25,7,75,20,Night,Adult,68.00,2023,November,Saturday
1792,2023-08-26,17:37:00,88,Female,20,Beauty,1,50,27,50,17,Afternoon,Adult,23.00,2023,August,Saturday
176,2023-05-26,18:15:00,53,Female,43,Beauty,2,50,26,100,18,Afternoon,Adult,74.00,2023,May,Friday
216,2022-11-04,17:28:00,141,Male,62,Electronics,2,50,27,100,17,Afternoon,Old,73.00,2022,November,Friday
1176,2023-01-04,20:33:00,34,Female,43,Beauty,2,50,21,100,20,Night,Adult,79.00,2023,January,Wednesday
1216,2023-03-01,22:53:00,23,Male,62,Electronics,2,50,13,100,22,Night,Old,87.00,2023,March,Wednesday
772,2023-04-14,21:47:00,25,Male,26,Electronics,1,30,16,30,21,Night,Adult,14.00,2023,April,Friday
1772,2022-02-03,19:06:00,59,Male,26,Electronics,1,30,13,30,19,Night,Adult,17.00,2022,February,Thursday
53,2022-01-06,17:57:00,32,Male,34,Electronics,2,50,22,100,17,Afternoon,Adult,78.00,2022,January,Thursday
1053,2023-02-10,21:13:00,40,Male,34,Electronics,2,50,21,100,21,Night,Adult,79.00,2023,February,Friday
43,2023-03-18,21:42:00,118,Female,48,Clothing,1,300,111,300,21,Night,Adult,189.00,2023,March,Saturday
71,2023-02-16,19:11:00,32,Female,51,Beauty,4,25,12,100,19,Night,Adult,88.00,2023,February,Thursday
93,2022-01-25,20:52:00,148,Female,35,Beauty,4,500,140,2000,20,Night,Adult,1860.00,2022,January,Tuesday
302,2023-02-09,17:51:00,26,Male,57,Beauty,2,300,135,600,17,Afternoon,Adult,465.00,2023,February,Thursday
551,2023-03-21,22:45:00,99,Male,45,Electronics,3,300,141,900,22,Night,Adult,759.00,2023,March,Tuesday
681,2023-08-04,22:12:00,24,Female,43,Electronics,2,30,8,60,22,Night,Adult,52.00,2023,August,Friday
722,2023-02-24,18:35:00,25,Male,20,Beauty,3,300,162,900,18,Afternoon,Adult,738.00,2023,February,Friday
728,2022-06-02,19:35:00,78,Male,51,Electronics,3,50,18,150,19,Night,Adult,132.00,2022,June,Thursday
829,2022-03-24,21:31:00,52,Male,61,Beauty,3,30,10,90,21,Night,Old,80.00,2022,March,Thursday
955,2022-01-16,17:57:00,16,Male,58,Clothing,1,25,13,25,17,Afternoon,Adult,12.00,2022,January,Sunday
1043,2023-11-30,18:10:00,20,Female,48,Clothing,1,300,87,300,18,Afternoon,Adult,213.00,2023,November,Thursday
1071,2023-09-21,17:38:00,155,Female,51,Beauty,4,25,7,100,17,Afternoon,Adult,93.00,2023,September,Thursday
1093,2023-11-06,17:26:00,87,Female,35,Beauty,4,500,270,2000,17,Afternoon,Adult,1730.00,2023,November,Monday
1302,2022-12-21,17:55:00,20,Male,57,Beauty,2,300,102,600,17,Afternoon,Adult,498.00,2022,December,Wednesday
1551,2023-11-12,22:36:00,84,Male,45,Electronics,3,300,81,900,22,Night,Adult,819.00,2023,November,Sunday
1681,2022-11-09,19:32:00,53,Female,43,Electronics,2,30,11,60,19,Night,Adult,49.00,2022,November,Wednesday
1722,2022-01-30,20:38:00,22,Male,20,Beauty,3,300,159,900,20,Night,Adult,741.00,2022,January,Sunday
1728,2023-05-23,22:30:00,77,Male,51,Electronics,3,50,25,150,22,Night,Adult,125.00,2023,May,Tuesday
1829,2022-05-30,22:37:00,58,Male,61,Beauty,3,30,12,90,22,Night,Old,78.00,2022,May,Monday
1955,2022-09-15,21:11:00,134,Male,58,Clothing,1,25,7,25,21,Night,Adult,18.00,2022,September,Thursday
144,2022-03-26,22:18:00,119,Female,59,Beauty,3,500,255,1500,22,Night,Adult,1245.00,2022,March,Saturday
474,2022-05-08,17:57:00,145,Female,26,Clothing,3,500,210,1500,17,Afternoon,Adult,1290.00,2022,May,Sunday
1144,2022-12-30,21:27:00,148,Female,59,Beauty,3,500,125,1500,21,Night,Adult,1375.00,2022,December,Friday
1474,2022-05-15,20:49:00,84,Female,26,Clothing,3,500,255,1500,20,Night,Adult,1245.00,2022,May,Sunday
603,2022-04-18,20:17:00,95,Female,40,Clothing,3,30,14,90,20,Night,Adult,76.00,2022,April,Monday
661,2022-08-05,22:09:00,10,Female,44,Clothing,4,25,7,100,22,Night,Adult,93.00,2022,August,Friday
1603,2023-12-04,20:50:00,132,Female,40,Clothing,3,30,13,90,20,Night,Adult,77.00,2023,December,Monday
1661,2023-07-07,19:18:00,20,Female,44,Clothing,4,25,6,100,19,Night,Adult,94.00,2023,July,Friday
143,2023-02-11,22:20:00,118,Female,45,Clothing,1,50,28,50,22,Night,Adult,22.00,2023,February,Saturday
515,2022-02-13,20:47:00,71,Female,49,Clothing,3,300,75,900,20,Night,Adult,825.00,2022,February,Sunday
1143,2023-05-01,21:10:00,23,Female,45,Clothing,1,50,15,50,21,Night,Adult,35.00,2023,May,Monday
1515,2023-02-04,21:49:00,107,Female,49,Clothing,3,300,135,900,21,Night,Adult,765.00,2023,February,Saturday
304,2023-03-23,18:35:00,59,Female,37,Electronics,2,30,16,60,18,Afternoon,Adult,44.00,2023,March,Thursday
676,2023-07-10,22:13:00,80,Male,63,Electronics,3,500,205,1500,22,Night,Old,1295.00,2023,July,Monday
686,2022-01-06,17:14:00,68,Female,28,Electronics,4,50,24,200,17,Afternoon,Adult,176.00,2022,January,Thursday
698,2022-03-17,20:56:00,116,Female,64,Electronics,1,300,123,300,20,Night,Old,177.00,2022,March,Thursday
1304,2022-09-26,22:19:00,4,Female,37,Electronics,2,30,9,60,22,Night,Adult,51.00,2022,September,Monday
1676,2023-09-21,20:22:00,91,Male,63,Electronics,3,500,210,1500,20,Night,Old,1290.00,2023,September,Thursday
1686,2023-12-10,20:41:00,151,Female,28,Electronics,4,50,26,200,20,Night,Adult,174.00,2023,December,Sunday
1698,2022-04-07,21:50:00,146,Female,64,Electronics,1,300,105,300,21,Night,Old,195.00,2022,April,Thursday
709,2022-09-22,22:32:00,61,Female,19,Electronics,2,500,140,1000,22,Night,Adult,860.00,2022,September,Thursday
1709,2023-09-13,20:22:00,97,Female,19,Electronics,2,500,185,1000,20,Night,Adult,815.00,2023,September,Wednesday
114,2022-04-17,20:57:00,92,Female,22,Beauty,4,25,9,100,20,Night,Adult,91.00,2022,April,Sunday
359,2022-12-15,21:49:00,122,Male,50,Clothing,1,50,23,50,21,Night,Adult,27.00,2022,December,Thursday
1114,2022-08-18,22:19:00,100,Female,22,Beauty,4,25,12,100,22,Night,Adult,88.00,2022,August,Thursday
1359,2022-05-17,22:21:00,55,Male,50,Clothing,1,50,19,50,22,Night,Adult,31.00,2022,May,Tuesday
773,2023-01-14,19:10:00,3,Male,25,Electronics,4,500,175,2000,19,Night,Adult,1825.00,2023,January,Saturday
1773,2023-12-12,18:50:00,80,Male,25,Electronics,4,500,165,2000,18,Afternoon,Adult,1835.00,2023,December,Tuesday
127,2023-05-20,19:37:00,40,Female,33,Clothing,2,25,8,50,19,Night,Adult,42.00,2023,May,Saturday
213,2023-08-13,20:48:00,113,Male,27,Beauty,3,500,275,1500,20,Night,Adult,1225.00,2023,August,Sunday
487,2023-04-09,21:03:00,36,Male,44,Clothing,4,500,235,2000,21,Night,Adult,1765.00,2023,April,Sunday
495,2022-06-24,21:06:00,131,Male,24,Beauty,2,30,12,60,21,Night,Adult,48.00,2022,June,Friday
605,2023-10-19,22:24:00,76,Male,37,Electronics,2,500,180,1000,22,Night,Adult,820.00,2023,October,Thursday
1127,2022-03-15,19:26:00,87,Female,33,Clothing,2,25,13,50,19,Night,Adult,37.00,2022,March,Tuesday
1213,2023-06-21,17:23:00,41,Male,27,Beauty,3,500,185,1500,17,Afternoon,Adult,1315.00,2023,June,Wednesday
1487,2023-02-01,19:01:00,131,Male,44,Clothing,4,500,140,2000,19,Night,Adult,1860.00,2023,February,Wednesday
1495,2023-03-14,22:37:00,113,Male,24,Beauty,2,30,16,60,22,Night,Adult,44.00,2023,March,Tuesday
1605,2022-01-24,19:39:00,2,Male,37,Electronics,2,500,165,1000,19,Night,Adult,835.00,2022,January,Monday
105,2023-06-18,18:05:00,82,Female,22,Electronics,1,500,230,500,18,Afternoon,Adult,270.00,2023,June,Sunday
299,2023-01-25,20:03:00,76,Male,61,Electronics,2,500,230,1000,20,Night,Old,770.00,2023,January,Wednesday
934,2022-11-22,18:20:00,111,Male,30,Beauty,1,500,240,500,18,Afternoon,Adult,260.00,2022,November,Tuesday
1105,2022-11-12,19:09:00,19,Female,22,Electronics,1,500,270,500,19,Night,Adult,230.00,2022,November,Saturday
1299,2022-05-08,18:58:00,11,Male,61,Electronics,2,500,250,1000,18,Afternoon,Old,750.00,2022,May,Sunday
1934,2022-09-08,17:06:00,69,Male,30,Beauty,1,500,150,500,17,Afternoon,Adult,350.00,2022,September,Thursday
270,2022-12-17,17:46:00,84,Male,43,Electronics,1,300,117,300,17,Afternoon,Adult,183.00,2022,December,Saturday
338,2022-02-05,21:26:00,44,Male,54,Beauty,2,50,20,100,21,Night,Adult,80.00,2022,February,Saturday
543,2022-04-16,20:30:00,121,Male,49,Beauty,2,300,75,600,20,Night,Adult,525.00,2022,April,Saturday
1270,2022-08-25,22:54:00,84,Male,43,Electronics,1,300,108,300,22,Night,Adult,192.00,2022,August,Thursday
1338,2022-01-25,19:55:00,31,Male,54,Beauty,2,50,19,100,19,Night,Adult,81.00,2022,January,Tuesday
1543,2022-10-03,22:40:00,73,Male,49,Beauty,2,300,123,600,22,Night,Adult,477.00,2022,October,Monday
557,2023-09-27,20:01:00,155,Female,20,Beauty,3,30,13,90,20,Night,Adult,77.00,2023,September,Wednesday
702,2023-03-03,17:18:00,66,Female,60,Clothing,2,300,78,600,17,Afternoon,Old,522.00,2023,March,Friday
864,2023-07-31,22:16:00,139,Female,51,Electronics,1,500,215,500,22,Night,Adult,285.00,2023,July,Monday
1557,2022-08-04,17:01:00,14,Female,20,Beauty,3,30,10,90,17,Afternoon,Adult,80.00,2022,August,Thursday
1702,2023-07-31,21:54:00,102,Female,60,Clothing,2,300,87,600,21,Night,Old,513.00,2023,July,Monday
1864,2023-04-30,21:00:00,112,Female,51,Electronics,1,500,190,500,21,Night,Adult,310.00,2023,April,Sunday
254,2022-12-14,22:45:00,104,Male,41,Electronics,1,500,165,500,22,Night,Adult,335.00,2022,December,Wednesday
295,2022-02-01,20:23:00,80,Female,27,Beauty,3,300,105,900,20,Night,Adult,795.00,2022,February,Tuesday
457,2022-11-28,22:49:00,38,Female,58,Beauty,3,300,147,900,22,Night,Adult,753.00,2022,November,Monday
668,2022-06-17,20:33:00,135,Female,62,Electronics,3,50,25,150,20,Night,Old,125.00,2022,June,Friday
850,2023-09-14,19:01:00,58,Female,26,Beauty,2,500,235,1000,19,Night,Adult,765.00,2023,September,Thursday
1254,2023-04-12,18:24:00,86,Male,41,Electronics,1,500,180,500,18,Afternoon,Adult,320.00,2023,April,Wednesday
1295,2023-11-04,19:28:00,86,Female,27,Beauty,3,300,81,900,19,Night,Adult,819.00,2023,November,Saturday
1457,2023-03-25,21:31:00,140,Female,58,Beauty,3,300,108,900,21,Night,Adult,792.00,2023,March,Saturday
1668,2023-03-13,21:40:00,132,Female,62,Electronics,3,50,14,150,21,Night,Old,136.00,2023,March,Monday
1850,2022-02-16,20:44:00,154,Female,26,Beauty,2,500,240,1000,20,Night,Adult,760.00,2022,February,Wednesday
541,2022-12-25,18:37:00,39,Male,56,Beauty,1,500,215,500,18,Afternoon,Adult,285.00,2022,December,Sunday
980,2022-10-14,19:51:00,147,Female,31,Electronics,3,25,13,75,19,Night,Adult,62.00,2022,October,Friday
1541,2023-10-02,22:17:00,57,Male,56,Beauty,1,500,195,500,22,Night,Adult,305.00,2023,October,Monday
1980,2023-08-23,20:30:00,112,Female,31,Electronics,3,25,7,75,20,Night,Adult,68.00,2023,August,Wednesday
262,2023-09-15,20:33:00,30,Female,32,Beauty,4,30,13,120,20,Night,Adult,107.00,2023,September,Friday
467,2022-01-24,22:39:00,151,Female,53,Electronics,3,50,15,150,22,Night,Adult,135.00,2022,January,Monday
1262,2022-08-13,20:33:00,127,Female,32,Beauty,4,30,8,120,20,Night,Adult,112.00,2022,August,Saturday
1467,2023-08-13,19:31:00,89,Female,53,Electronics,3,50,14,150,19,Night,Adult,136.00,2023,August,Sunday
463,2023-01-29,20:22:00,55,Female,54,Beauty,3,500,175,1500,20,Night,Adult,1325.00,2023,January,Sunday
1463,2022-07-29,19:45:00,98,Female,54,Beauty,3,500,170,1500,19,Night,Adult,1330.00,2022,July,Friday
598,2022-06-23,17:02:00,7,Male,37,Beauty,4,30,11,120,17,Afternoon,Adult,109.00,2022,June,Thursday
667,2022-12-01,18:46:00,22,Female,29,Electronics,1,500,190,500,18,Afternoon,Adult,310.00,2022,December,Thursday
672,2022-02-17,19:44:00,1,Female,34,Beauty,2,50,28,100,19,Night,Adult,72.00,2022,February,Thursday
1598,2023-01-15,19:17:00,126,Male,37,Beauty,4,30,10,120,19,Night,Adult,110.00,2023,January,Sunday
1667,2022-07-04,19:09:00,40,Female,29,Electronics,1,500,125,500,19,Night,Adult,375.00,2022,July,Monday
1672,2023-03-28,22:34:00,87,Female,34,Beauty,2,50,16,100,22,Night,Adult,84.00,2023,March,Tuesday
949,2023-06-20,20:28:00,21,Female,41,Electronics,2,25,9,50,20,Night,Adult,41.00,2023,June,Tuesday
1949,2022-11-11,20:24:00,105,Female,41,Electronics,2,25,13,50,20,Night,Adult,37.00,2022,November,Friday
27,2023-12-14,19:44:00,39,Female,38,Beauty,2,25,8,50,19,Night,Adult,42.00,2023,December,Thursday
347,2022-03-26,19:31:00,26,Male,42,Electronics,1,25,7,25,19,Night,Adult,18.00,2022,March,Saturday
687,2022-06-27,17:14:00,86,Female,53,Electronics,1,300,150,300,17,Afternoon,Adult,150.00,2022,June,Monday
1027,2022-04-30,21:00:00,131,Female,38,Beauty,2,25,8,50,21,Night,Adult,42.00,2022,April,Saturday
1347,2023-11-21,21:55:00,7,Male,42,Electronics,1,25,13,25,21,Night,Adult,12.00,2023,November,Tuesday
1687,2023-02-17,22:27:00,102,Female,53,Electronics,1,300,81,300,22,Night,Adult,219.00,2023,February,Friday
549,2022-11-03,19:39:00,114,Female,50,Beauty,2,50,13,100,19,Night,Adult,87.00,2022,November,Thursday
675,2023-07-19,18:10:00,26,Female,45,Clothing,2,30,16,60,18,Afternoon,Adult,44.00,2023,July,Wednesday
730,2022-02-20,19:38:00,131,Female,36,Clothing,2,25,13,50,19,Night,Adult,37.00,2022,February,Sunday
798,2023-01-20,21:19:00,73,Male,61,Clothing,1,50,15,50,21,Night,Old,35.00,2023,January,Friday
1549,2023-11-15,19:25:00,109,Female,50,Beauty,2,50,15,100,19,Night,Adult,85.00,2023,November,Wednesday
1675,2022-05-17,19:55:00,152,Female,45,Clothing,2,30,16,60,19,Night,Adult,44.00,2022,May,Tuesday
1730,2023-08-14,19:17:00,116,Female,36,Clothing,2,25,11,50,19,Night,Adult,39.00,2023,August,Monday
1798,2023-07-18,20:26:00,96,Male,61,Clothing,1,50,20,50,20,Night,Old,30.00,2023,July,Tuesday
13,2023-02-08,17:43:00,106,Male,22,Electronics,3,500,245,1500,17,Afternoon,Adult,1255.00,2023,February,Wednesday
35,2022-10-29,17:30:00,122,Female,58,Beauty,3,300,126,900,17,Afternoon,Adult,774.00,2022,October,Saturday
140,2022-07-07,20:20:00,61,Male,38,Electronics,1,30,14,30,20,Night,Adult,16.00,2022,July,Thursday
206,2022-09-02,18:18:00,31,Male,61,Clothing,1,25,12,25,18,Afternoon,Old,13.00,2022,September,Friday
261,2022-02-06,17:48:00,16,Male,21,Clothing,2,25,8,50,17,Afternoon,Adult,42.00,2022,February,Sunday
279,2023-08-10,17:29:00,38,Male,50,Clothing,1,500,210,500,17,Afternoon,Adult,290.00,2023,August,Thursday
308,2022-03-31,19:12:00,130,Female,34,Beauty,4,300,126,1200,19,Night,Adult,1074.00,2022,March,Thursday
418,2022-04-01,18:05:00,95,Female,60,Electronics,2,500,155,1000,18,Afternoon,Old,845.00,2022,April,Friday
1013,2022-07-16,19:38:00,111,Male,22,Electronics,3,500,200,1500,19,Night,Adult,1300.00,2022,July,Saturday
1035,2023-04-26,21:56:00,52,Female,58,Beauty,3,300,105,900,21,Night,Adult,795.00,2023,April,Wednesday
1140,2022-05-22,19:26:00,154,Male,38,Electronics,1,30,16,30,19,Night,Adult,14.00,2022,May,Sunday
1206,2023-05-14,19:45:00,68,Male,61,Clothing,1,25,9,25,19,Night,Old,16.00,2023,May,Sunday
1261,2022-09-27,21:19:00,116,Male,21,Clothing,2,25,6,50,21,Night,Adult,44.00,2022,September,Tuesday
1279,2022-04-21,22:55:00,116,Male,50,Clothing,1,500,170,500,22,Night,Adult,330.00,2022,April,Thursday
1308,2023-06-19,22:39:00,91,Female,34,Beauty,4,300,150,1200,22,Night,Adult,1050.00,2023,June,Monday
1418,2022-09-17,18:19:00,68,Female,60,Electronics,2,500,215,1000,18,Afternoon,Old,785.00,2022,September,Saturday
612,2022-02-23,19:06:00,77,Female,61,Electronics,1,500,235,500,19,Night,Old,265.00,2022,February,Wednesday
875,2023-11-30,21:47:00,134,Female,51,Electronics,4,500,135,2000,21,Night,Adult,1865.00,2023,November,Thursday
1612,2022-12-18,21:14:00,140,Female,61,Electronics,1,500,230,500,21,Night,Old,270.00,2022,December,Sunday
1875,2022-06-03,22:42:00,141,Female,51,Electronics,4,500,165,2000,22,Night,Adult,1835.00,2022,June,Friday
430,2023-05-23,18:36:00,100,Female,43,Electronics,3,300,153,900,18,Afternoon,Adult,747.00,2023,May,Tuesday
633,2023-07-06,22:20:00,35,Male,39,Beauty,4,30,12,120,22,Night,Adult,108.00,2023,July,Thursday
1430,2023-10-31,18:25:00,22,Female,43,Electronics,3,300,132,900,18,Afternoon,Adult,768.00,2023,October,Tuesday
1633,2022-12-31,18:18:00,152,Male,39,Beauty,4,30,11,120,18,Afternoon,Adult,109.00,2022,December,Saturday
125,2022-09-28,18:48:00,137,Male,48,Clothing,2,50,19,100,18,Afternoon,Adult,81.00,2022,September,Wednesday
716,2023-08-13,19:51:00,137,Female,60,Clothing,4,300,108,1200,19,Night,Old,1092.00,2023,August,Sunday
790,2023-04-13,20:47:00,29,Male,62,Clothing,1,25,9,25,20,Night,Old,16.00,2023,April,Thursday
960,2023-03-29,19:01:00,134,Male,59,Clothing,2,30,14,60,19,Night,Adult,46.00,2023,March,Wednesday
1125,2023-11-12,17:51:00,79,Male,48,Clothing,2,50,22,100,17,Afternoon,Adult,78.00,2023,November,Sunday
1716,2022-02-12,19:16:00,39,Female,60,Clothing,4,300,87,1200,19,Night,Old,1113.00,2022,February,Saturday
1790,2023-05-14,20:52:00,147,Male,62,Clothing,1,25,8,25,20,Night,Old,17.00,2023,May,Sunday
1960,2022-06-29,22:04:00,67,Male,59,Clothing,2,30,13,60,22,Night,Adult,47.00,2022,June,Wednesday
259,2023-03-11,20:26:00,93,Female,45,Clothing,4,50,23,200,20,Night,Adult,177.00,2023,March,Saturday
443,2023-09-19,20:25:00,98,Male,29,Clothing,2,300,114,600,20,Night,Adult,486.00,2023,September,Tuesday
529,2022-11-29,17:43:00,46,Female,35,Clothing,3,50,21,150,17,Afternoon,Adult,129.00,2022,November,Tuesday
563,2022-12-21,18:40:00,150,Male,20,Clothing,2,30,16,60,18,Afternoon,Adult,44.00,2022,December,Wednesday
1259,2022-11-03,17:31:00,105,Female,45,Clothing,4,50,21,200,17,Afternoon,Adult,179.00,2022,November,Thursday
1443,2022-06-18,19:37:00,81,Male,29,Clothing,2,300,147,600,19,Night,Adult,453.00,2022,June,Saturday
1529,2022-09-17,22:38:00,105,Female,35,Clothing,3,50,17,150,22,Night,Adult,133.00,2022,September,Saturday
1563,2022-10-13,17:44:00,22,Male,20,Clothing,2,30,15,60,17,Afternoon,Adult,45.00,2022,October,Thursday
801,2022-12-01,17:14:00,153,Male,21,Clothing,4,50,19,200,17,Afternoon,Adult,181.00,2022,December,Thursday
1801,2022-07-10,22:01:00,148,Male,21,Clothing,4,50,14,200,22,Night,Adult,186.00,2022,July,Sunday
160,2022-07-20,17:08:00,127,Female,43,Clothing,2,50,27,100,17,Afternoon,Adult,73.00,2022,July,Wednesday
508,2023-07-05,22:52:00,32,Male,58,Beauty,2,300,123,600,22,Night,Adult,477.00,2023,July,Wednesday
807,2023-01-26,19:49:00,91,Female,50,Electronics,4,50,16,200,19,Night,Adult,184.00,2023,January,Thursday
1160,2023-08-20,19:20:00,105,Female,43,Clothing,2,50,14,100,19,Night,Adult,86.00,2023,August,Sunday
1508,2022-04-08,20:32:00,90,Male,58,Beauty,2,300,81,600,20,Night,Adult,519.00,2022,April,Friday
1807,2022-08-04,22:15:00,19,Female,50,Electronics,4,50,22,200,22,Night,Adult,178.00,2022,August,Thursday
511,2023-12-23,18:19:00,146,Male,45,Beauty,2,50,25,100,18,Afternoon,Adult,75.00,2023,December,Saturday
521,2023-10-28,19:56:00,133,Female,47,Clothing,4,30,9,120,19,Night,Adult,111.00,2023,October,Saturday
695,2022-04-03,22:12:00,52,Female,22,Electronics,3,50,21,150,22,Night,Adult,129.00,2022,April,Sunday
816,2023-09-27,19:29:00,133,Male,47,Beauty,2,500,240,1000,19,Night,Adult,760.00,2023,September,Wednesday
1511,2022-04-09,21:36:00,45,Male,45,Beauty,2,50,14,100,21,Night,Adult,86.00,2022,April,Saturday
1521,2023-07-23,19:08:00,30,Female,47,Clothing,4,30,13,120,19,Night,Adult,107.00,2023,July,Sunday
1695,2023-09-21,20:51:00,85,Female,22,Electronics,3,50,23,150,20,Night,Adult,127.00,2023,September,Thursday
1816,2022-06-17,22:30:00,52,Male,47,Beauty,2,500,245,1000,22,Night,Adult,755.00,2022,June,Friday
217,2022-05-02,17:01:00,17,Female,35,Electronics,4,50,27,200,17,Afternoon,Adult,173.00,2022,May,Monday
384,2022-04-10,19:53:00,127,Male,55,Clothing,1,500,145,500,19,Night,Adult,355.00,2022,April,Sunday
1217,2023-10-16,19:28:00,70,Female,35,Electronics,4,50,18,200,19,Night,Adult,182.00,2023,October,Monday
1384,2023-12-17,20:23:00,106,Male,55,Clothing,1,500,260,500,20,Night,Adult,240.00,2023,December,Sunday
648,2023-02-23,18:13:00,41,Male,53,Beauty,4,300,138,1200,18,Afternoon,Adult,1062.00,2023,February,Thursday
